n;ID;timestamp;agent.type;client.ip;client.packets;client.port;destination.port;host.ip;source.ip;event.start;host.name;network.bytes;process.pid;server.ip;destination.ip;Prioridad;Clasificacion;Bloque
327;T0327;Dec 3  2022 @ 03:06:46.727;RH00001;auditbeat;127.0.0.1;2;38192;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:16.560;charlyhost;771B;27012;127.0.0.53;1;Critico;Bloque 171
328;T0328;Dec 3  2022 @ 03:06:45.727;RH00001;auditbeat;127.0.0.1;18;44212;6789;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:29.318;charlyhost;13.8KB;25357;127.0.0.1;2;No critico;Bloque 670
329;T0329;Dec 3  2022 @ 03:06:45.727;RH00001;auditbeat;192.168.109.129;15;39690;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:30.907;charlyhost;15.8KB;27029;35.193.143.25;1;Critico;Bloque 172
330;T0330;Dec 3  2022 @ 03:06:45.727;RH00001;auditbeat;127.0.0.1;19;44212;6789;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:29.317;charlyhost;14KB;27029;127.0.0.1;2;No critico;Bloque 671
331;T0331;Dec 3  2022 @ 03:06:45.727;RH00001;auditbeat;127.0.0.1;1;42178;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:39.835;charlyhost;80B;27029;127.0.0.1;1;Critico;Bloque 173
332;T0332;Dec 3  2022 @ 03:06:45.727;RH00001;auditbeat;127.0.0.1;1;42172;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:39.834;charlyhost;80B;27029;127.0.0.1;2;No critico;Bloque 672
333;T0333;Dec 3  2022 @ 03:06:45.273;RH00001;auditbeat;127.0.0.1;1;42206;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:44.186;charlyhost;80B;27042;127.0.0.1;2;No critico;Bloque 673
334;T0334;Dec 3  2022 @ 03:06:44.195;RH00001;auditbeat;192.168.109.129;1;52690;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:40.619;charlyhost;60B;27042;169.254.169.254;1;Critico;Bloque 174
335;T0335;Dec 3  2022 @ 03:06:36.729;RH00001;auditbeat;127.0.0.1;2;36220;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:30.834;charlyhost;771B;27029;127.0.0.53;1;Critico;Bloque 175
336;T0336;Dec 3  2022 @ 03:06:36.728;RH00001;auditbeat;192.168.109.129;1;53667;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:30.871;charlyhost;287B;789;192.168.109.2;2;No critico;Bloque 674
337;T0337;Dec 3  2022 @ 03:06:36.728;RH00001;auditbeat;192.168.109.129;1;39800;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:30.835;charlyhost;325B;789;192.168.109.2;1;Critico;Bloque 176
338;T0338;Dec 3  2022 @ 03:06:36.728;RH00001;auditbeat;192.168.109.129;1;33190;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:30.836;charlyhost;402B;789;192.168.109.2;2;No critico;Bloque 675
339;T0339;Dec 3  2022 @ 03:06:35.727;RH00001;auditbeat;127.0.0.1;1;55828;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:29.837;charlyhost;80B;27029;127.0.0.1;1;Critico;Bloque 177
340;T0340;Dec 3  2022 @ 03:06:35.727;RH00001;auditbeat;127.0.0.1;1;55822;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:29.836;charlyhost;80B;27029;127.0.0.1;2;No critico;Bloque 676
341;T0341;Dec 3  2022 @ 03:06:35.727;RH00001;auditbeat;127.0.0.1;1;55818;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:29.834;charlyhost;80B;27029;127.0.0.1;1;Critico;Bloque 178
342;T0342;Dec 3  2022 @ 03:06:35.726;RH00001;auditbeat;127.0.0.1;1;55812;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:29.833;charlyhost;80B;27029;127.0.0.1;1;Critico;Bloque 179
343;T0343;Dec 3  2022 @ 03:06:35.726;RH00001;auditbeat;127.0.0.1;1;55800;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:29.832;charlyhost;80B;27029;127.0.0.1;2;No critico;Bloque 677
344;T0344;Dec 3  2022 @ 03:06:35.726;RH00001;auditbeat;127.0.0.1;1;55802;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:29.832;charlyhost;80B;27029;127.0.0.1;1;Critico;Bloque 180
345;T0345;Dec 3  2022 @ 03:06:34.727;RH00001;auditbeat;192.168.109.129;1;39692;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:29.291;charlyhost;60B;27029;169.254.169.254;1;Critico;Bloque 181
346;T0346;Dec 3  2022 @ 03:06:34.727;RH00001;auditbeat;192.168.109.129;1;39652;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:29.291;charlyhost;60B;27029;169.254.169.254;2;No critico;Bloque 678
347;T0347;Dec 3  2022 @ 03:06:34.727;RH00001;auditbeat;192.168.109.129;1;39662;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:29.291;charlyhost;60B;27029;169.254.169.254;2;No critico;Bloque 679
348;T0348;Dec 3  2022 @ 03:06:34.727;RH00001;auditbeat;192.168.109.129;1;55340;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:29.291;charlyhost;60B;27029;169.254.169.254;1;Critico;Bloque 182
349;T0349;Dec 3  2022 @ 03:06:34.727;RH00001;auditbeat;192.168.109.129;1;39682;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:29.291;charlyhost;60B;27029;169.254.169.254;2;No critico;Bloque 680
350;T0350;Dec 3  2022 @ 03:06:34.726;RH00001;auditbeat;192.168.109.129;1;39666;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:29.291;charlyhost;60B;27029;169.254.169.254;1;Critico;Bloque 183
351;T0351;Dec 3  2022 @ 03:06:34.726;RH00001;auditbeat;192.168.109.129;1;39704;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:29.291;charlyhost;60B;27029;169.254.169.254;2;No critico;Bloque 681
352;T0352;Dec 3  2022 @ 03:06:34.726;RH00001;auditbeat;127.0.0.1;1;60178;8200;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:29.295;charlyhost;80B;27029;127.0.0.1;2;No critico;Bloque 682
353;T0353;Dec 3  2022 @ 03:06:50.728;RH00001;auditbeat;127.0.0.1;2;58284;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:45.188;charlyhost;771B;27042;127.0.0.53;2;No critico;Bloque 683
354;T0354;Dec 3  2022 @ 03:06:50.727;RH00001;auditbeat;192.168.109.129;1;41715;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:45.226;charlyhost;287B;789;192.168.109.2;2;No critico;Bloque 684
355;T0355;Dec 3  2022 @ 03:06:50.727;RH00001;auditbeat;192.168.109.129;1;48218;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:45.189;charlyhost;402B;789;192.168.109.2;2;No critico;Bloque 685
356;T0356;Dec 3  2022 @ 03:06:50.727;RH00001;auditbeat;192.168.109.129;1;44771;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:45.189;charlyhost;325B;789;192.168.109.2;1;Critico;Bloque 184
357;T0357;Dec 3  2022 @ 03:06:49.728;RH00001;auditbeat;127.0.0.1;1;42222;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:44.186;charlyhost;80B;27042;127.0.0.1;1;Critico;Bloque 185
358;T0358;Dec 3  2022 @ 03:06:49.728;RH00001;auditbeat;127.0.0.1;1;42188;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:44.185;charlyhost;80B;27042;127.0.0.1;1;Critico;Bloque 186
359;T0359;Dec 3  2022 @ 03:06:49.728;RH00001;auditbeat;127.0.0.1;1;42196;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:44.185;charlyhost;80B;27042;127.0.0.1;1;Critico;Bloque 187
360;T0360;Dec 3  2022 @ 03:06:49.728;RH00001;auditbeat;127.0.0.1;1;42184;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:44.182;charlyhost;80B;27042;127.0.0.1;2;No critico;Bloque 686
361;T0361;Dec 3  2022 @ 03:06:49.728;RH00001;auditbeat;127.0.0.1;1;42180;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:44.180;charlyhost;80B;27042;127.0.0.1;1;Critico;Bloque 188
362;T0362;Dec 3  2022 @ 03:06:48.728;RH00001;auditbeat;192.168.109.129;1;36776;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:43.622;charlyhost;60B;27042;169.254.169.254;1;Critico;Bloque 189
363;T0363;Dec 3  2022 @ 03:06:48.728;RH00001;auditbeat;192.168.109.129;1;52752;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:43.623;charlyhost;60B;27042;169.254.169.254;1;Critico;Bloque 190
364;T0364;Dec 3  2022 @ 03:06:48.728;RH00001;auditbeat;192.168.109.129;1;52706;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:43.621;charlyhost;60B;27042;169.254.169.254;1;Critico;Bloque 191
365;T0365;Dec 3  2022 @ 03:06:48.728;RH00001;auditbeat;192.168.109.129;1;52738;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:43.621;charlyhost;60B;27042;169.254.169.254;1;Critico;Bloque 192
366;T0366;Dec 3  2022 @ 03:06:48.728;RH00001;auditbeat;192.168.109.129;1;52746;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:43.622;charlyhost;60B;27042;169.254.169.254;2;No critico;Bloque 687
367;T0367;Dec 3  2022 @ 03:06:48.728;RH00001;auditbeat;192.168.109.129;1;52750;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:43.622;charlyhost;60B;27042;169.254.169.254;1;Critico;Bloque 193
368;T0368;Dec 3  2022 @ 03:06:48.728;RH00001;auditbeat;192.168.109.129;1;52722;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:43.621;charlyhost;60B;27042;169.254.169.254;2;No critico;Bloque 688
369;T0369;Dec 3  2022 @ 03:06:48.728;RH00001;auditbeat;127.0.0.1;1;60842;8200;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:43.628;charlyhost;80B;27042;127.0.0.1;1;Critico;Bloque 194
370;T0370;Dec 3  2022 @ 03:06:17.727;RH00001;auditbeat;127.0.0.1;18;37768;6789;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:00.693;charlyhost;13.8KB;25357;127.0.0.1;1;Critico;Bloque 195
371;T0371;Dec 3  2022 @ 03:06:17.727;RH00001;auditbeat;192.168.109.129;15;55520;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:02.306;charlyhost;15.8KB;26983;35.193.143.25;2;No critico;Bloque 689
372;T0372;Dec 3  2022 @ 03:06:17.727;RH00001;auditbeat;127.0.0.1;19;37768;6789;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:00.692;charlyhost;14KB;26983;127.0.0.1;1;Critico;Bloque 196
373;T0373;Dec 3  2022 @ 03:06:17.726;RH00001;auditbeat;192.168.109.129;5;49602;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:05:30.874;charlyhost;833B;19341;34.102.187.140;2;No critico;Bloque 690
374;T0374;Dec 3  2022 @ 03:06:17.726;RH00001;auditbeat;127.0.0.1;2;37659;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:47.481;charlyhost;492B;19341;127.0.0.53;1;Critico;Bloque 197
375;T0375;Dec 3  2022 @ 03:06:17.726;RH00001;auditbeat;192.168.109.129;8;43970;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:05:46.669;charlyhost;5.7KB;19341;54.149.156.115;2;No critico;Bloque 691
376;T0376;Dec 3  2022 @ 03:06:16.727;RH00001;auditbeat;127.0.0.1;1;50074;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:11.214;charlyhost;80B;26983;127.0.0.1;1;Critico;Bloque 198
377;T0377;Dec 3  2022 @ 03:06:16.727;RH00001;auditbeat;127.0.0.1;2;60342;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:46.631;charlyhost;600B;19341;127.0.0.53;2;No critico;Bloque 692
378;T0378;Dec 3  2022 @ 03:06:16.727;RH00001;auditbeat;127.0.0.1;2;54551;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:46.556;charlyhost;518B;19341;127.0.0.53;2;No critico;Bloque 693
379;T0379;Dec 3  2022 @ 03:06:16.727;RH00001;auditbeat;127.0.0.1;2;46251;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:46.256;charlyhost;496B;19341;127.0.0.53;2;No critico;Bloque 694
380;T0380;Dec 3  2022 @ 03:06:16.727;RH00001;auditbeat;127.0.0.1;2;54870;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:46.099;charlyhost;480B;19341;127.0.0.53;1;Critico;Bloque 199
381;T0381;Dec 3  2022 @ 03:06:15.728;RH00001;auditbeat;192.168.109.129;2;57824;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:05:44.885;charlyhost;198B;19341;152.199.24.163;2;No critico;Bloque 695
382;T0382;Dec 3  2022 @ 03:06:15.567;RH00001;auditbeat;127.0.0.1;1;50082;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:11.216;charlyhost;80B;26983;127.0.0.1;1;Critico;Bloque 200
383;T0383;Dec 3  2022 @ 03:06:15.562;RH00001;auditbeat;192.168.109.129;1;53524;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:11.996;charlyhost;60B;27012;169.254.169.254;2;No critico;Bloque 696
384;T0384;Dec 3  2022 @ 03:06:15.560;RH00001;auditbeat;127.0.0.1;1;47708;8200;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:15.007;charlyhost;80B;27012;127.0.0.1;2;No critico;Bloque 697
385;T0385;Dec 3  2022 @ 03:06:21.727;RH00001;auditbeat;127.0.0.1;2;38192;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:16.560;charlyhost;771B;27012;127.0.0.53;1;Critico;Bloque 201
386;T0386;Dec 3  2022 @ 03:06:21.727;RH00001;auditbeat;192.168.109.129;1;52660;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:16.599;charlyhost;287B;789;192.168.109.2;2;No critico;Bloque 698
387;T0387;Dec 3  2022 @ 03:06:21.727;RH00001;auditbeat;192.168.109.129;1;43041;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:16.561;charlyhost;402B;789;192.168.109.2;1;Critico;Bloque 202
388;T0388;Dec 3  2022 @ 03:06:21.727;RH00001;auditbeat;192.168.109.129;1;47524;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:16.561;charlyhost;325B;789;192.168.109.2;1;Critico;Bloque 203
389;T0389;Dec 3  2022 @ 03:06:20.728;RH00001;auditbeat;127.0.0.1;1;50118;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:15.557;charlyhost;80B;27012;127.0.0.1;1;Critico;Bloque 204
390;T0390;Dec 3  2022 @ 03:06:20.728;RH00001;auditbeat;127.0.0.1;1;50106;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:15.556;charlyhost;80B;27012;127.0.0.1;1;Critico;Bloque 205
391;T0391;Dec 3  2022 @ 03:06:20.728;RH00001;auditbeat;127.0.0.1;1;50096;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:15.554;charlyhost;80B;27012;127.0.0.1;2;No critico;Bloque 699
392;T0392;Dec 3  2022 @ 03:06:20.728;RH00001;auditbeat;127.0.0.1;1;50092;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:15.553;charlyhost;80B;27012;127.0.0.1;1;Critico;Bloque 206
393;T0393;Dec 3  2022 @ 03:06:20.728;RH00001;auditbeat;127.0.0.1;1;50090;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:15.551;charlyhost;80B;27012;127.0.0.1;2;No critico;Bloque 700
394;T0394;Dec 3  2022 @ 03:06:20.728;RH00001;auditbeat;127.0.0.1;1;50084;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:15.550;charlyhost;80B;27012;127.0.0.1;1;Critico;Bloque 207
395;T0395;Dec 3  2022 @ 03:06:20.728;RH00001;auditbeat;192.168.109.129;1;53528;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:14.999;charlyhost;60B;27012;169.254.169.254;1;Critico;Bloque 208
396;T0396;Dec 3  2022 @ 03:06:20.728;RH00001;auditbeat;192.168.109.129;1;53548;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:14.999;charlyhost;60B;27012;169.254.169.254;2;No critico;Bloque 701
397;T0397;Dec 3  2022 @ 03:06:20.728;RH00001;auditbeat;192.168.109.129;1;53562;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:15.000;charlyhost;60B;27012;169.254.169.254;2;No critico;Bloque 702
398;T0398;Dec 3  2022 @ 03:06:20.728;RH00001;auditbeat;192.168.109.129;1;55622;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:15.000;charlyhost;60B;27012;169.254.169.254;1;Critico;Bloque 209
399;T0399;Dec 3  2022 @ 03:06:20.728;RH00001;auditbeat;192.168.109.129;1;53538;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:14.999;charlyhost;60B;27012;169.254.169.254;1;Critico;Bloque 210
400;T0400;Dec 3  2022 @ 03:06:20.728;RH00001;auditbeat;192.168.109.129;1;53550;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:15.000;charlyhost;60B;27012;169.254.169.254;1;Critico;Bloque 211
401;T0401;Dec 3  2022 @ 03:06:20.728;RH00001;auditbeat;192.168.109.129;1;53544;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:14.999;charlyhost;60B;27012;169.254.169.254;1;Critico;Bloque 212
402;T0402;Dec 3  2022 @ 03:06:20.728;RH00001;auditbeat;127.0.0.1;2;48126;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:50.550;charlyhost;496B;19341;127.0.0.53;2;No critico;Bloque 703
403;T0403;Dec 3  2022 @ 03:06:18.727;RH00001;auditbeat;192.168.109.129;2;34254;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:05:48.671;charlyhost;198B;19341;104.18.101.194;1;Critico;Bloque 213
404;T0404;Dec 3  2022 @ 03:06:18.727;RH00001;auditbeat;127.0.0.1;2;34986;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:47.795;charlyhost;771B;26942;127.0.0.53;1;Critico;Bloque 214
405;T0405;Dec 3  2022 @ 03:06:18.727;RH00001;auditbeat;127.0.0.1;2;60702;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:47.778;charlyhost;496B;19341;127.0.0.53;1;Critico;Bloque 215
406;T0406;Dec 3  2022 @ 03:06:32.780;RH00001;auditbeat;-;-;-;-;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;-;-;charlyhost;-;27029;-;1;Critico;Bloque 216
407;T0407;Dec 3  2022 @ 03:06:32.726;RH00001;auditbeat;127.0.0.1;2;55936;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:02.216;charlyhost;771B;26983;127.0.0.53;2;No critico;Bloque 704
408;T0408;Dec 3  2022 @ 03:06:31.727;RH00001;auditbeat;127.0.0.1;17;43294;6789;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:15.035;charlyhost;13.8KB;25357;127.0.0.1;1;Critico;Bloque 217
409;T0409;Dec 3  2022 @ 03:06:31.727;RH00001;auditbeat;127.0.0.1;18;43294;6789;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:15.034;charlyhost;13.9KB;27012;127.0.0.1;2;No critico;Bloque 705
410;T0410;Dec 3  2022 @ 03:06:30.727;RH00001;auditbeat;127.0.0.1;1;52538;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:25.558;charlyhost;80B;27012;127.0.0.1;2;No critico;Bloque 706
411;T0411;Dec 3  2022 @ 03:06:29.846;RH00001;auditbeat;192.168.109.129;1;34854;80;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:26.286;charlyhost;60B;27029;169.254.169.254;1;Critico;Bloque 218
412;T0412;Dec 3  2022 @ 03:06:29.302;RH00001;auditbeat;192.168.109.129;15;35350;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:06:16.635;charlyhost;15.8KB;27012;35.193.143.25;1;Critico;Bloque 219
413;T0413;Dec 3  2022 @ 03:06:29.301;RH00001;auditbeat;127.0.0.1;1;52544;5601;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:06:25.558;charlyhost;80B;27012;127.0.0.1;2;No critico;Bloque 707
414;T0414;Dec 3  2022 @ 03:06:28.728;RH00001;auditbeat;192.168.109.129;285;51064;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:39.503;charlyhost;608.5KB;19341;13.107.42.14;1;Critico;Bloque 220
415;T0415;Dec 3  2022 @ 03:06:28.728;RH00001;auditbeat;127.0.0.1;2;35799;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:58.025;charlyhost;508B;19341;127.0.0.53;2;No critico;Bloque 708
416;T0416;Dec 3  2022 @ 03:06:28.728;RH00001;auditbeat;127.0.0.1;2;60598;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:57.951;charlyhost;508B;19341;127.0.0.53;2;No critico;Bloque 709
417;T0417;Dec 3  2022 @ 03:06:12.780;RH00001;auditbeat;-;-;-;-;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;-;-;charlyhost;-;27012;-;2;No critico;Bloque 710
418;T0418;Dec 3  2022 @ 03:05:57.971;RH00001;auditbeat;192.168.109.129;1;45773;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:05:55.418;charlyhost;224B;789;192.168.109.2;1;Critico;Bloque 221
419;T0419;Dec 3  2022 @ 03:05:55.727;RH00001;auditbeat;127.0.0.1;2;36296;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:25.451;charlyhost;480B;19341;127.0.0.53;1;Critico;Bloque 222
420;T0420;Dec 3  2022 @ 03:05:54.727;RH00001;auditbeat;192.168.109.129;21;38548;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:47.801;charlyhost;12.7KB;19341;18.230.142.33;2;No critico;Bloque 711
421;T0421;Dec 3  2022 @ 03:05:54.727;RH00001;auditbeat;192.168.109.129;18;51702;443;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;192.168.109.129;Dec 3, 2022 @ 03:04:47.720;charlyhost;8.1KB;19341;54.207.118.73;2;No critico;Bloque 712
422;T0422;Dec 3  2022 @ 03:05:47.807;RH00001;auditbeat;127.0.0.1;2;60702;53;192.168.109.129, fe80::b4d5:fcf6:3dce:11cf;127.0.0.1;Dec 3, 2022 @ 03:05:47.777;charlyhost;496B;19341;127.0.0.53;2;No critico;Bloque 713
